ANO;NOME_SALA;REGISTRO_ANCINE;MUNICIPIO;UF;STATUS
2014;3 AMÉRICAS 01;5002041;CUIABÁ;MT;FECHADA
2014;3 AMÉRICAS 02;5002040;CUIABÁ;MT;FECHADA
2014;3 AMÉRICAS 03;5002042;CUIABÁ;MT;FECHADA
2014;3 AMÉRICAS 04;5002043;CUIABÁ;MT;FECHADA
2014;3 AMÉRICAS 05;5002038;CUIABÁ;MT;FECHADA
2014;3 AMÉRICAS 06;5002044;CUIABÁ;MT;FECHADA
2014;3 AMÉRICAS 07;5002045;CUIABÁ;MT;FECHADA
2014;3 AMÉRICAS 08;5002039;CUIABÁ;MT;FECHADA
2014;ABC PLAZA 1;5000669;SANTO ANDRÉ;SP;ABERTA
2014;ABC PLAZA 10;5000678;SANTO ANDRÉ;SP;ABERTA
2014;ABC PLAZA 2;5000670;SANTO ANDRÉ;SP;ABERTA
2014;ABC PLAZA 3;5000671;SANTO ANDRÉ;SP;ABERTA
2014;ABC PLAZA 4;5000672;SANTO ANDRÉ;SP;ABERTA
2014;ABC PLAZA 5;5000673;SANTO ANDRÉ;SP;ABERTA
2014;ABC PLAZA 6;5000674;SANTO ANDRÉ;SP;ABERTA
2014;ABC PLAZA 7;5000675;SANTO ANDRÉ;SP;ABERTA
2014;ABC PLAZA 8;5000676;SANTO ANDRÉ;SP;ABERTA
2014;ABC PLAZA 9;5000677;SANTO ANDRÉ;SP;ABERTA
2014;AEROGION 1;5000985;PORTO ALEGRE;RS;FECHADA
2014;AEROGION 2;5000986;PORTO ALEGRE;RS;FECHADA
2014;AEROGION 3;5000987;PORTO ALEGRE;RS;FECHADA
2014;AFA CINE UNIMED 01;5002629;CACHOEIRO DE ITAPEMIRIM;ES;ABERTA
2014;AFA CINE UNIMED 02;5002630;CACHOEIRO DE ITAPEMIRIM;ES;ABERTA
2014;AGUA VERDE 1;5002062;CURITIBA;PR;ABERTA
2014;AGUA VERDE 2;5002063;CURITIBA;PR;ABERTA
2014;AGUAS CLARAS I;5001888;BRASÍLIA;DF;FECHADA
2014;AGUAS CLARAS II;5001889;BRASÍLIA;DF;FECHADA
2014;AGUAS CLARAS III;5001890;BRASÍLIA;DF;FECHADA
2014;AGUAS CLARAS IV;5001887;BRASÍLIA;DF;FECHADA
2014;ALAMEDA SHOPPING 01;5002441;SÃO PAULO;SP;FECHADA
2014;ALAMEDA SHOPPING 02;5002444;SÃO PAULO;SP;FECHADA
2014;ALAMEDA SHOPPING 03;5002440;SÃO PAULO;SP;FECHADA
2014;ALAMEDA SHOPPING 04;5002442;SÃO PAULO;SP;FECHADA
2014;ALAMEDA SHOPPING 05;5002443;SÃO PAULO;SP;FECHADA
2014;ALEGRE CINEMA;5001982;ALEGRE;ES;FECHADA
2014;ANÁLIA FRANCO - SALA 01;5000792;SÃO PAULO;SP;ABERTA
2014;ANÁLIA FRANCO - SALA 02;5000793;SÃO PAULO;SP;ABERTA
2014;ANÁLIA FRANCO - SALA 03;5000794;SÃO PAULO;SP;ABERTA
2014;ANÁLIA FRANCO - SALA 04;5000795;SÃO PAULO;SP;ABERTA
2014;ANÁLIA FRANCO - SALA 05;5000796;SÃO PAULO;SP;ABERTA
2014;ANÁLIA FRANCO - SALA 06;5000797;SÃO PAULO;SP;ABERTA
2014;ANÁLIA FRANCO - SALA 07;5000798;SÃO PAULO;SP;ABERTA
2014;ANÁLIA FRANCO - SALA 08;5000799;SÃO PAULO;SP;ABERTA
2014;ANÁLIA FRANCO - SALA 09;5000800;SÃO PAULO;SP;ABERTA
2014;ANÁPOLIS 1;5003617;ANÁPOLIS;GO;ABERTA
2014;ANÁPOLIS 2;5003618;ANÁPOLIS;GO;ABERTA
2014;ANÁPOLIS 3;5003619;ANÁPOLIS;GO;ABERTA
2014;ANÁPOLIS 4;5003620;ANÁPOLIS;GO;ABERTA
2014;ANÁPOLIS 5;5003621;ANÁPOLIS;GO;ABERTA
2014;AQUARIUS 01;5002029;MARÍLIA;SP;FECHADA
2014;AQUARIUS 02;5002032;MARÍLIA;SP;FECHADA
2014;AQUARIUS 03;5002030;MARÍLIA;SP;FECHADA
2014;AQUARIUS 04;5002031;MARÍLIA;SP;FECHADA
2014;AQUARIUS 05;5002033;MARÍLIA;SP;FECHADA
2014;ARAPIRACA BRA 01;5004483;ARAPIRACA;AL;ABERTA
2014;ARAPIRACA BRA 02;5004484;ARAPIRACA;AL;ABERTA
2014;ARAPIRACA BRA 03;5004485;ARAPIRACA;AL;ABERTA
2014;ARAPIRACA BRA 04;5004486;ARAPIRACA;AL;ABERTA
2014;ARAPIRACA BRA 05;5004487;ARAPIRACA;AL;ABERTA
2014;ARAPIRACA BRA 06;5004488;ARAPIRACA;AL;ABERTA
2014;ARARAS SALA 1;5004199;ARARAS;SP;ABERTA
2014;ARARAS SALA 2;5004200;ARARAS;SP;ABERTA
2014;ARAÇATUBA I;5001025;ARAÇATUBA;SP;ABERTA
2014;ARAÇATUBA III;5002018;ARAÇATUBA;SP;ABERTA
2014;ARAÇUTABA II;5001026;ARAÇATUBA;SP;ABERTA
2014;ARAÚJO MULTIPLEX VIA VERDE 01;5003368;RIO BRANCO;AC;ABERTA
2014;ARAÚJO MULTIPLEX VIA VERDE 02;5003369;RIO BRANCO;AC;ABERTA
2014;ARAÚJO MULTIPLEX VIA VERDE 03;5003370;RIO BRANCO;AC;ABERTA
2014;ARAÚJO MULTIPLEX VIA VERDE 04;5003371;RIO BRANCO;AC;ABERTA
2014;ARCO IRIS RUA DA PRAIA I;5001803;PORTO ALEGRE;RS;FECHADA
2014;ARCOIRIS C BELLA CITTA I;5002650;PASSO FUNDO;RS;FECHADA
2014;ARCOIRIS C BELLA CITTA II;5002651;PASSO FUNDO;RS;FECHADA
2014;ARCOIRIS C BOURBON I;5002648;PASSO FUNDO;RS;FECHADA
2014;ARCOIRIS C BOURBON II;5002649;PASSO FUNDO;RS;FECHADA
2014;ARCOIRIS CINEMAS BOMBINHAS;5001891;BOMBINHAS;SC;FECHADA
2014;ARCOIRIS IMIGRANTES I;5002652;SANTA CRUZ DO SUL;RS;FECHADA
2014;ARCOIRIS IMIGRANTES II;5002653;SANTA CRUZ DO SUL;RS;FECHADA
2014;ARCOIRIS IMIGRANTES III;5002654;SANTA CRUZ DO SUL;RS;FECHADA
2014;ARCOIRIS MARROCOS;5003092;LAGES;SC;FECHADA
2014;ARCOIRIS RUA DA PRAIA II;5001804;PORTO ALEGRE;RS;FECHADA
2014;ARCOIRIS SERRA I;5002656;LAGES;SC;FECHADA
2014;ARCOIRIS SERRA II;5002655;LAGES;SC;FECHADA
2014;ARCOIRIS UNISHOPPING I;5002697;LAJEADO;RS;FECHADA
2014;ARCOIRIS UNISHOPPING II;5002696;LAJEADO;RS;FECHADA
2014;ARCOPLEX CASCAVEL I;5000945;CASCAVEL;PR;FECHADA
2014;ARCOPLEX CASCAVEL II;5000946;CASCAVEL;PR;FECHADA
2014;ARCOPLEX CASCAVEL III;5002121;CASCAVEL;PR;FECHADA
2014;ARCOPLEX CASCAVEL IV;5000948;CASCAVEL;PR;FECHADA
2014;ARCOPLEX PARIO DOM LUIS II;5002882;FORTALEZA;CE;FECHADA
2014;ARCOPLEX PARK EUROPEU SALA 1 3D-D;5003503;BLUMENAU;SC;FECHADA
2014;ARCOPLEX PARK EUROPEU SALA 2 3D-D;5003504;BLUMENAU;SC;FECHADA
2014;ARCOPLEX PARK EUROPEU SALA 3;5003505;BLUMENAU;SC;FECHADA
2014;ARCOPLEX PARK EUROPEU SALA 4;5003506;BLUMENAU;SC;FECHADA
2014;ARCOPLEX PARK EUROPEU SALA 5;5003507;BLUMENAU;SC;FECHADA
2014;ARCOPLEX PATIO CHAPECÓ 1;5003434;CHAPECÓ;SC;FECHADA
2014;ARCOPLEX PATIO CHAPECÓ 2;5003435;CHAPECÓ;SC;FECHADA
2014;ARCOPLEX PATIO CHAPECÓ 3;5003436;CHAPECÓ;SC;FECHADA
2014;ARCOPLEX PATIO CHAPECÓ 4;5003437;CHAPECÓ;SC;FECHADA
2014;ARCOPLEX PATIO DOM LUIS I;5002883;FORTALEZA;CE;FECHADA
2014;ARCOPLEX ROYAL PLAZA I;5002638;SANTA MARIA;RS;FECHADA
2014;ARCOPLEX ROYAL PLAZA II;5002639;SANTA MARIA;RS;FECHADA
2014;ARCOPLEX ROYAL PLAZA III;5002640;SANTA MARIA;RS;FECHADA
2014;ARCOPLEX ROYAL PLAZA IV;5002641;SANTA MARIA;RS;FECHADA
2014;ARCOPLEX SHOPPING DO VALE 1;5002659;CACHOEIRINHA;RS;FECHADA
2014;ARCOPLEX SHOPPING DO VALE 2;5002660;CACHOEIRINHA;RS;FECHADA
2014;ARCOPLEX SHOPPING DO VALE III;5003440;CACHOEIRINHA;RS;FECHADA
2014;ARCOPLEX VIA CATARINA I;5002879;PALHOÇA;SC;FECHADA
2014;ARCOPLEX VIA CATARINA II;5002876;PALHOÇA;SC;FECHADA
2014;ARCOPLEX VIA CATARINA III D;5002878;PALHOÇA;SC;FECHADA
2014;ARCOPLEX VIA CATARINA IV;5002877;PALHOÇA;SC;FECHADA
2014;ARCOPLEXCINEMAS - ATLANTICO - I;5003793;BALNEÁRIO CAMBORIÚ;SC;ABERTA
2014;ARCOPLEXCINEMAS - ATLANTICO II;5003794;BALNEÁRIO CAMBORIÚ;SC;ABERTA
2014;ARCOPLEXCINEMAS - BELLA CITTÁ I 3D;5003795;PASSO FUNDO;RS;ABERTA
2014;ARCOPLEXCINEMAS - BENTO I;5003797;BENTO GONÇALVES;RS;ABERTA
2014;ARCOPLEXCINEMAS - BENTO II;5003798;BENTO GONÇALVES;RS;ABERTA
2014;ARCOPLEXCINEMAS - BENTO III;5003799;BENTO GONÇALVES;RS;ABERTA
2014;ARCOPLEXCINEMAS - CACHOEIRINHA I;5003800;CACHOEIRINHA;RS;ABERTA
2014;ARCOPLEXCINEMAS - CACHOEIRINHA II;5003801;CACHOEIRINHA;RS;ABERTA
2014;ARCOPLEXCINEMAS - CASCAVEL I 3D;5003803;CASCAVEL;PR;ABERTA
2014;ARCOPLEXCINEMAS - CASCAVEL II;5003804;CASCAVEL;PR;ABERTA
2014;ARCOPLEXCINEMAS AGUAS CLARAS I - 3D;5003789;BRASÍLIA;DF;ABERTA
2014;ARCOPLEXCINEMAS AGUAS CLARAS II;5003790;BRASÍLIA;DF;ABERTA
2014;ARCOPLEXCINEMAS AGUAS CLARAS III;5003791;BRASÍLIA;DF;ABERTA
2014;ARCOPLEXCINEMAS AGUAS CLARAS IV;5003792;BRASÍLIA;DF;ABERTA
2014;ARCOPLEXCINEMAS ALDEOTA SALA I;5005038;FORTALEZA;CE;ABERTA
2014;ARCOPLEXCINEMAS ALDEOTA SALA II;5005039;FORTALEZA;CE;ABERTA
2014;ARCOPLEXCINEMAS ALDEOTA SALA III;5005040;FORTALEZA;CE;ABERTA
2014;ARCOPLEXCINEMAS BELLA CITTÁ II;5003796;PASSO FUNDO;RS;ABERTA
2014;ARCOPLEXCINEMAS CASCAVEL III;5003805;CASCAVEL;PR;ABERTA
2014;ARCOPLEXCINEMAS CASCAVEL IV;5003806;CASCAVEL;PR;ABERTA
2014;ARCOPLEXCINEMAS LAJEADO I- 3D;5005041;LAJEADO;RS;ABERTA
2014;ARCOPLEXCINEMAS LAJEADO II;5005042;LAJEADO;RS;ABERTA
2014;ARCOPLEXCINEMAS LAJEADO III;5005043;LAJEADO;RS;ABERTA
2014;ARCOPLEXCINEMAS LAJEADO IV;5005044;LAJEADO;RS;ABERTA
2014;ARCOPLEXCINEMAS LIMEIRA I;5003807;LIMEIRA;SP;ABERTA
2014;ARCOPLEXCINEMAS LIMEIRA II;5003808;LIMEIRA;SP;ABERTA
2014;ARCOPLEXCINEMAS LIMEIRA III;5003809;LIMEIRA;SP;ABERTA
2014;ARCOPLEXCINEMAS LIMEIRA IV;5003810;LIMEIRA;SP;ABERTA
2014;ARCOPLEXCINEMAS PRESIDENTE PRUDENTE I;5003811;PRESIDENTE PRUDENTE;SP;ABERTA
2014;ARCOPLEXCINEMAS PRESIDENTE PRUDENTE II;5003812;PRESIDENTE PRUDENTE;SP;ABERTA
2014;ARCOPLEXCINEMAS PRESIDENTE PRUDENTE III;5003813;PRESIDENTE PRUDENTE;SP;ABERTA
2014;ARCOPLEXCINEMAS- BOULLEVARD I;5003867;PORTO ALEGRE;RS;ABERTA
2014;ARCOPLEXCINEMAS- BOULLEVARD II;5003868;PORTO ALEGRE;RS;ABERTA
2014;ARCOPLEXCINEMAS- BOURBON I;5003871;PORTO ALEGRE;RS;FECHADA
2014;ARCOPLEXCINEMAS- BOURBON I;5003869;PASSO FUNDO;RS;ABERTA
2014;ARCOPLEXCINEMAS- BOURBON II;5003872;PORTO ALEGRE;RS;FECHADA
2014;ARCOPLEXCINEMAS- BOURBON II;5003870;PASSO FUNDO;RS;ABERTA
2014;ARCOPLEXCINEMAS- CACHOERINHA III 3D;5003802;CACHOEIRINHA;RS;ABERTA
2014;ARCOPLEXCINEMAS- ITAGUAÇU I;5003820;SÃO JOSÉ;SC;ABERTA
2014;ARCOPLEXCINEMAS- ITAGUAÇU IV;5003823;SÃO JOSÉ;SC;ABERTA
2014;ARCOPLEXCINEMAS- ITAGUAÇU V;5003824;SÃO JOSÉ;SC;ABERTA
2014;ARCOPLEXCINEMAS- ITAJAÍ I;5003825;ITAJAÍ;SC;FECHADA TEMPORARIAMENTE
2014;ARCOPLEXCINEMAS- JARAGUA DO SUL I;5003827;JARAGUÁ DO SUL;SC;ABERTA
2014;ARCOPLEXCINEMAS- MARROCOS;5003830;LAGES;SC;ABERTA
2014;ARCOPLEXCINEMAS- PARK EUROPEU I;5003831;BLUMENAU;SC;ABERTA
2014;ARCOPLEXCINEMAS- PARK EUROPEU II;5003832;BLUMENAU;SC;ABERTA
2014;ARCOPLEXCINEMAS- PARK EUROPEU III;5003833;BLUMENAU;SC;ABERTA
2014;ARCOPLEXCINEMAS- PARK EUROPEU IV;5003834;BLUMENAU;SC;ABERTA
2014;ARCOPLEXCINEMAS- PARK EUROPEU V;5003835;BLUMENAU;SC;ABERTA
2014;ARCOPLEXCINEMAS- PATIO CHAPECÓ I;5003836;CHAPECÓ;SC;ABERTA
2014;ARCOPLEXCINEMAS- PATIO CHAPECÓ II;5003837;CHAPECÓ;SC;ABERTA
2014;ARCOPLEXCINEMAS- PATIO CHAPECÓ III;5003838;CHAPECÓ;SC;ABERTA
2014;ARCOPLEXCINEMAS- PATIO CHAPECÓ IV;5003839;CHAPECÓ;SC;ABERTA
2014;ARCOPLEXCINEMAS- PATIO DOM LUIS I;5003840;FORTALEZA;CE;ABERTA
2014;ARCOPLEXCINEMAS- PATIO DOM LUIS II;5003841;FORTALEZA;CE;ABERTA
2014;ARCOPLEXCINEMAS- PELOTAS I;5003842;PELOTAS;RS;FECHADA
2014;ARCOPLEXCINEMAS- PELOTAS III;5003844;PELOTAS;RS;FECHADA
2014;ARCOPLEXCINEMAS- PÉLOTAS II;5003843;PELOTAS;RS;FECHADA
2014;ARCOPLEXCINEMAS- RIO CLARO I;5003845;RIO CLARO;SP;ABERTA
2014;ARCOPLEXCINEMAS- RIO CLARO II;5003846;RIO CLARO;SP;ABERTA
2014;ARCOPLEXCINEMAS- RIO CLARO III;5003847;RIO CLARO;SP;ABERTA
2014;ARCOPLEXCINEMAS- RIO CLARO IV;5003848;RIO CLARO;SP;ABERTA
2014;ARCOPLEXCINEMAS- RIO CLARO V;5003849;RIO CLARO;SP;ABERTA
2014;ARCOPLEXCINEMAS- RUA DA PRAIA I;5003850;PORTO ALEGRE;RS;ABERTA
2014;ARCOPLEXCINEMAS- RUA DA PRAIA II;5003851;PORTO ALEGRE;RS;ABERTA
2014;ARCOPLEXCINEMAS- SANTA CRUZ I;5003852;SANTA CRUZ DO SUL;RS;ABERTA
2014;ARCOPLEXCINEMAS- SANTA CRUZ II;5003853;SANTA CRUZ DO SUL;RS;ABERTA
2014;ARCOPLEXCINEMAS- SANTA CRUZ III;5003854;SANTA CRUZ DO SUL;RS;ABERTA
2014;ARCOPLEXCINEMAS- SANTA MARIA I;5003855;SANTA MARIA;RS;ABERTA
2014;ARCOPLEXCINEMAS- SANTA MARIA II;5003856;SANTA MARIA;RS;ABERTA
2014;ARCOPLEXCINEMAS- SANTA MARIA III;5003857;SANTA MARIA;RS;ABERTA
2014;ARCOPLEXCINEMAS- SANTA MARIA IV;5003858;SANTA MARIA;RS;ABERTA
2014;ARCOPLEXCINEMAS- SERRA I;5003859;LAGES;SC;ABERTA
2014;ARCOPLEXCINEMAS- SERRA II;5003860;LAGES;SC;ABERTA
2014;ARCOPLEXCINEMAS- VIA CATARINA I;5003861;PALHOÇA;SC;ABERTA
2014;ARCOPLEXCINEMAS- VIA CATARINA II;5003862;PALHOÇA;SC;ABERTA
2014;ARCOPLEXCINEMAS- VIA CATARINA III;5003863;PALHOÇA;SC;ABERTA
2014;ARCOPLEXCINEMAS- VIA CATARINA IV;5003864;PALHOÇA;SC;ABERTA
2014;ARCOPLEXCINEMAS- VITORIA I;5003865;PORTO ALEGRE;RS;ABERTA
2014;ARCOPLEXCINEMAS- VITORIA II;5003866;PORTO ALEGRE;RS;ABERTA
2014;ARCOPLEXCINEMAS-CRICIUMA I;5003814;CRICIÚMA;SC;ABERTA
2014;ARCOPLEXCINEMAS-CRICIUMA II;5003815;CRICIÚMA;SC;ABERTA
2014;ARCOPLEXCINEMAS-DEL PASEO I;5003816;FORTALEZA;CE;ABERTA
2014;ARCOPLEXCINEMAS-DEL PASEO II;5003817;FORTALEZA;CE;ABERTA
2014;ARCOPLEXCINEMAS-DELLA JIUSTINA I;5003818;CRICIÚMA;SC;ABERTA
2014;ARCOPLEXCINEMAS-DELLA JIUSTINA II;5003819;CRICIÚMA;SC;ABERTA
2014;ARCOPLEXCINEMAS-ITAGUAÇU II;5003821;SÃO JOSÉ;SC;ABERTA
2014;ARCOPLEXCINEMAS-ITAGUAÇU III;5003822;SÃO JOSÉ;SC;ABERTA
2014;ARCOPLEXCINEMAS-ITAJAÍ II;5003826;ITAJAÍ;SC;FECHADA TEMPORARIAMENTE
2014;ARCOPLEXCINEMAS-JARAGUA DO SUL II;5003828;JARAGUÁ DO SUL;SC;ABERTA
2014;ARCOPLEXCINEMAS-JARAGUA DO SUL III;5003829;JARAGUÁ DO SUL;SC;ABERTA
2014;ARCOÍRIS CRICIÚMA I;5002636;CRICIÚMA;SC;FECHADA
2014;ARCOÍRIS CRICIÚMA II;5002637;CRICIÚMA;SC;FECHADA
2014;ARCOÍRIS DELLA GIUSTINA I;5002633;CRICIÚMA;SC;FECHADA
2014;ARCOÍRIS DELLA GIUSTINA II;5002632;CRICIÚMA;SC;FECHADA
2014;ARMAZÉM DIGITAL ITAIPAVA;5001953;RIO DE JANEIRO;RJ;FECHADA
2014;ARMAZÉM DIGITAL LEBLON;5001477;RIO DE JANEIRO;RJ;FECHADA
2014;ART 1;5000435;PELOTAS;RS;FECHADA
2014;ART 2;5000436;PELOTAS;RS;FECHADA
2014;ART 3;5001702;PELOTAS;RS;FECHADA
2014;ART CIDADE;5002299;MACEIÓ;AL;FECHADA
2014;ART CIDADE 2;5002300;MACEIÓ;AL;FECHADA
2014;ART FASHION MALL 1;5002293;RIO DE JANEIRO;RJ;FECHADA
2014;ART FASHION MALL 2;5002294;RIO DE JANEIRO;RJ;FECHADA
2014;ART FASHION MALL 3;5002295;RIO DE JANEIRO;RJ;FECHADA
2014;ART FASHION MALL 4;5002296;RIO DE JANEIRO;RJ;FECHADA
2014;ART GUARARAPES 1;5000544;JABOATÃO DOS GUARARAPES;PE;FECHADA
2014;ART GUARARAPES 2;5001171;JABOATÃO DOS GUARARAPES;PE;FECHADA
2014;ART GUARARAPES 2;5000545;JABOATÃO DOS GUARARAPES;PE;FECHADA
2014;ART IGUATEMI 1;5002298;SALVADOR;BA;FECHADA
2014;ART IGUATEMI 1;5002330;FORTALEZA;CE;FECHADA
2014;ART IGUATEMI 2;5002332;FORTALEZA;CE;FECHADA
2014;ART IGUATEMI 2;5001166;SALVADOR;BA;FECHADA
2014;ART IGUATEMI 3;5002297;SALVADOR;BA;FECHADA
2014;ART MINAS 1;5000546;BELO HORIZONTE;MG;FECHADA
2014;ART MINAS 2;5000547;BELO HORIZONTE;MG;FECHADA
2014;ART MOVIE CINEMAS 1;5002214;GUARULHOS;SP;FECHADA
2014;ART MOVIE CINEMAS 2;5002312;GUARULHOS;SP;FECHADA
2014;ART MOVIE CINEMAS 3;5002313;GUARULHOS;SP;FECHADA
2014;ART MOVIE CINEMAS 4;5002314;GUARULHOS;SP;FECHADA
2014;ART MOVIE CINEMAS 5;5002315;GUARULHOS;SP;FECHADA
2014;ART MOVIE CINEMAS 6;5002316;GUARULHOS;SP;FECHADA
2014;ART NORT SHOPPING 1;5000531;RIO DE JANEIRO;RJ;FECHADA
2014;ART NORT SHOPPING 2;5000530;RIO DE JANEIRO;RJ;FECHADA
2014;ART PALÁCIO;5002333;SÃO PAULO;SP;FECHADA
2014;ART PALÁCIO SALA SÃO JOÃO;5001114;SÃO PAULO;SP;FECHADA
2014;ART PALÁCIO SALA SÃO JOÃO 2;5002302;SÃO PAULO;SP;FECHADA
2014;ART PALÁCIO SALA SÃO PAULO;5001113;SÃO PAULO;SP;FECHADA
2014;ART QUALITY SHOPPING 2;5000533;RIO DE JANEIRO;RJ;FECHADA
2014;ART UNIGRANRIO 1;5000538;DUQUE DE CAXIAS;RJ;FECHADA
2014;ART UNIGRANRIO 2;5000539;DUQUE DE CAXIAS;RJ;FECHADA
2014;ART WEST SHOPPING 1;5001168;RIO DE JANEIRO;RJ;FECHADA
2014;ART WEST SHOPPING 2;5000540;RIO DE JANEIRO;RJ;FECHADA
2014;ART WEST SHOPPING 3;5002181;RIO DE JANEIRO;RJ;FECHADA
2014;ART WEST SHOPPING 4;5002182;RIO DE JANEIRO;RJ;FECHADA
2014;ART WEST SHOPPING 5;5002183;RIO DE JANEIRO;RJ;FECHADA
2014;ART WEST SHOPPING 6;5002184;RIO DE JANEIRO;RJ;FECHADA
2014;ASTON SALA 1;5002682;PARANAVAÍ;PR;ABERTA
2014;ASTON SALA 2;5004571;PARANAVAÍ;PR;ABERTA
2014;AVENIDA CENTER I;5001272;MARINGÁ;PR;ABERTA
2014;AVENIDA CENTER I;5001270;MARINGÁ;PR;FECHADA
2014;AVENIDA CENTER II;5001285;MARINGÁ;PR;FECHADA
2014;AVENIDA CENTER II;5001273;MARINGÁ;PR;ABERTA
2014;AVENIDA CENTER III;5001534;MARINGÁ;PR;ABERTA
2014;AVENIDA CENTER IV;5002148;MARINGÁ;PR;ABERTA
2014;BANANA 01;5004270;GOIÂNIA;GO;ABERTA
2014;BANANA 02;5004271;GOIÂNIA;GO;ABERTA
2014;BANANA 03;5004272;GOIÂNIA;GO;ABERTA
2014;BANANA 04;5004273;GOIÂNIA;GO;ABERTA
2014;BANANA 05;5004274;GOIÂNIA;GO;ABERTA
2014;BAY MARKET SALA 01;5000192;NITERÓI;RJ;ABERTA
2014;BAY MARKET SALA 02;5000193;NITERÓI;RJ;ABERTA
2014;BAY MARKET SALA 03;5000194;NITERÓI;RJ;ABERTA
2014;BAY MARKET SALA 04;5000195;NITERÓI;RJ;ABERTA
2014;BELFORD ROXO 1;5001375;BELFORD ROXO;RJ;FECHADA
2014;BELFORD ROXO 2;5001376;BELFORD ROXO;RJ;FECHADA
2014;BELLA CITTA CINE 1;5000512;PORTO ALEGRE;RS;FECHADA
2014;BELLA CITTA CINE 2;5000513;PORTO ALEGRE;RS;FECHADA
2014;BENFICA 1;5001714;FORTALEZA;CE;FECHADA
2014;BENFICA 2;5001715;FORTALEZA;CE;FECHADA
2014;BENFICA 3;5001716;FORTALEZA;CE;FECHADA
2014;BH SHOPPING 1;5002419;BELO HORIZONTE;MG;FECHADA
2014;BH SHOPPING 10;5002470;BELO HORIZONTE;MG;FECHADA
2014;BH SHOPPING 2;5002462;BELO HORIZONTE;MG;FECHADA
2014;BH SHOPPING 3;5002463;BELO HORIZONTE;MG;FECHADA
2014;BH SHOPPING 4;5002464;BELO HORIZONTE;MG;FECHADA
2014;BH SHOPPING 5;5002465;BELO HORIZONTE;MG;FECHADA
2014;BH SHOPPING 6;5002466;BELO HORIZONTE;MG;FECHADA
2014;BH SHOPPING 7;5002467;BELO HORIZONTE;MG;FECHADA
2014;BH SHOPPING 8;5002468;BELO HORIZONTE;MG;FECHADA
2014;BH SHOPPING 9;5002469;BELO HORIZONTE;MG;FECHADA
2014;BOA VISTA 1;5000177;RECIFE;PE;FECHADA
2014;BOA VISTA 1;5001918;RECIFE;PE;ABERTA
2014;BOA VISTA 2;5001921;RECIFE;PE;ABERTA
2014;BOA VISTA 2;5000179;RECIFE;PE;FECHADA
2014;BOA VISTA 3;5001922;RECIFE;PE;ABERTA
2014;BOA VISTA 3;5000180;RECIFE;PE;FECHADA
2014;BOA VISTA 4;5000181;RECIFE;PE;FECHADA
2014;BOA VISTA 4;5001919;RECIFE;PE;ABERTA
2014;BOA VISTA 5;5000182;RECIFE;PE;FECHADA
2014;BOA VISTA 5;5001920;RECIFE;PE;ABERTA
2014;BOA VISTA 6;5000183;RECIFE;PE;FECHADA
2014;BOA VISTA 6;5001923;RECIFE;PE;ABERTA
2014;BOITUVA CINE PARK SALA 01;5005676;BOITUVA;SP;ABERTA
2014;BOITUVA CINE PARK SALA 02;5005677;BOITUVA;SP;ABERTA
2014;BOTAFOGO 1;5000337;RIO DE JANEIRO;RJ;ABERTA
2014;BOTAFOGO 2;5000338;RIO DE JANEIRO;RJ;ABERTA
2014;BOTAFOGO 3;5000339;RIO DE JANEIRO;RJ;ABERTA
2014;BOTAFOGO 4;5000340;RIO DE JANEIRO;RJ;ABERTA
2014;BOTAFOGO 5;5000341;RIO DE JANEIRO;RJ;ABERTA
2014;BOTAFOGO 6;5000342;RIO DE JANEIRO;RJ;ABERTA
2014;BOULEVARD S.CENTER I;5001801;LAGES;SC;FECHADA
2014;BOULEVARD S.CENTER II;5001802;LAGES;SC;FECHADA
2014;BOULEVARD SHOPPING 01;5002964;BELO HORIZONTE;MG;ABERTA
2014;BOULEVARD SHOPPING 02;5002965;BELO HORIZONTE;MG;ABERTA
2014;BOULEVARD SHOPPING 03;5002969;BELO HORIZONTE;MG;ABERTA
2014;BOULEVARD SHOPPING 04;5002967;BELO HORIZONTE;MG;ABERTA
2014;BOULEVARD SHOPPING 05;5002968;BELO HORIZONTE;MG;ABERTA
2014;BOULEVARD SHOPPING 06;5002966;BELO HORIZONTE;MG;ABERTA
2014;BOURBON ASSIS BRASIL 1;5002474;LAGES;SC;FECHADA
2014;BOURBON ASSIS BRASIL 2;5002473;LAGES;SC;FECHADA
2014;BOURBON LEO 01;5001456;SÃO LEOPOLDO;RS;ABERTA
2014;BOURBON LEO 02;5001457;SÃO LEOPOLDO;RS;ABERTA
2014;BOURBON LEO 03;5001458;SÃO LEOPOLDO;RS;ABERTA
2014;BOURBON LEO 04;5001460;SÃO LEOPOLDO;RS;ABERTA
2014;BOURBON SALA 05;5001459;SÃO LEOPOLDO;RS;ABERTA
2014;BRASÍLIA SHOPPING 1;5000085;BRASÍLIA;DF;FECHADA
2014;BRASÍLIA SHOPPING 2;5000086;BRASÍLIA;DF;FECHADA
2014;BRASÍLIA SHOPPING 3;5000087;BRASÍLIA;DF;FECHADA
2014;BRASÍLIA SHOPPING 4;5000088;BRASÍLIA;DF;FECHADA
2014;BURITI 1;5002035;GUARATINGUETÁ;SP;FECHADA
2014;BURITI 2;5002036;GUARATINGUETÁ;SP;FECHADA
2014;BURITI 3;5002037;GUARATINGUETÁ;SP;FECHADA
